filename,mount_type,confidence,dark_ratio
-1-_jpg.rf.2xskk8YhiWApOqEsCoJz.jpg,Pleine,0.9,0.16141885325558794
-1-_jpg.rf.3hQ5s67XcLvyctuX5kyF.jpg,Pleine,0.9,0.14221930702753707
-1-_jpg.rf.573ce9O2a0nMzAigIwSO.jpg,Pleine,0.9,0.32573543736606275
-1-_jpg.rf.6MxYjDn4C0hKVVlp3djy.jpg,Percée,0.75,0.0001462950771706532
-1-_jpg.rf.7DHumgVdfsjNeaZGlYsm.jpg,Pleine,0.9,0.20090726385300028
-1-_jpg.rf.FA66Au8W7Nv4r9foNE5I.jpg,Pleine,0.9,0.32573543736606275
-1-_jpg.rf.JDpwxeYm6mUoATbvL8Uv.jpg,Percée,0.75,0.047307941803354646
-1-_jpg.rf.k44UYVNdNAHswJAAumLg.jpg,Pleine,0.9,0.20152034750800182
-1-_jpg.rf.k6SaEVqpKW9Tfh1Cedvx.jpg,Pleine,0.9,0.18592352527384182
-1-_jpg.rf.K8oN4G44zF7v3s4cQsgy.jpg,Pleine,0.9,0.16141885325558794
-1-_jpg.rf.Og4txg6l8CEiuIb15gua.jpg,Pleine,0.9,0.337890625
-1-_jpg.rf.OMicUoM7hh38TOzRkJ1M.jpg,Pleine,0.9,0.33785723824786323
-1-_jpg.rf.PNs0D01zbX7c26MEzOjT.jpg,Pleine,0.9,0.1944722222222222
-1-_jpg.rf.tizHamsB0Hy0PsxZfRaQ.jpg,Pleine,0.9,0.1944722222222222
-1-_jpg.rf.WemJtHwK5VNWWeEuSDoL.jpg,Pleine,0.9,0.18592352527384182
-1-_jpg.rf.X7GwmppsRW7RT4WCftKx.jpg,Percée,0.75,0.0001462950771706532
-1-_jpg.rf.YOvADcCHNmQGxFtibXRq.jpg,Pleine,0.9,0.14220779968009575
-1-_jpg.rf.ZYLAXcG9b9rlierk2NdS.jpg,Percée,0.75,0.047307941803354646
-1-jpg_aug_png_jpg.rf.71ZXbxhhqbUGjDzaZ2Cg.jpg,Pleine,0.9,0.8961156278229448
-1-jpg_aug_png_jpg.rf.9jWQUDLNrvxfE4wXfQRx.jpg,Pleine,0.9,0.39280550700243844
-1-jpg_aug_png_jpg.rf.Fkz8gMbI8uIqAC4RUlm4.jpg,Pleine,0.9,0.1378703874306963
-1-jpg_aug_png_jpg.rf.lJag3tSFAWpQgfByQ1ck.jpg,Pleine,0.9,0.27570902792812296
-1-jpg_aug_png_jpg.rf.RNle1PQmidx1AfJLybPF.jpg,Pleine,0.9,1.0
-1-jpg_aug_png_jpg.rf.Vagq781kH6J25xTCR4OS.jpg,Pleine,0.9,0.13273542600896862
-10-_jpg.rf.08Oxxy0wxOh1O6SFRrqA.jpg,Pleine,0.9,0.2596261896571494
-10-_jpg.rf.EnRsPKu79mqmTKzuI5Iy.jpg,Pleine,0.9,0.32115583075335397
-10-_jpg.rf.QGvOMrbxidn3FREGj0Do.jpg,Pleine,0.9,0.2596261896571494
-10-_jpg.rf.UGoAwoDsibC8kepchMM9.jpg,Pleine,0.9,0.3351600893521966
-10-_jpg.rf.WrBIczp1E3TqT1zS8kon.jpg,Pleine,0.9,0.33521965748324645
-10-_jpg.rf.ZeOfwSRHD2BNDZWFKD4T.jpg,Pleine,0.9,0.32115583075335397
-10-jpg_aug_png_jpg.rf.7tiFTBJC9NwrMazeunR2.jpg,Pleine,0.9,0.27825545171339566
-10-jpg_aug_png_jpg.rf.nbEGC1asZmZUfFhj8xw2.jpg,Pleine,0.9,0.7878372768783728
-10-jpg_aug_png_jpg.rf.xQPEH3VUupAOesxkJ8Sr.jpg,Pleine,0.9,1.0
-2-_jpg.rf.0RMFX4XgHwUIEhH5qQtN.jpg,Percée,0.75,5.656108597285068e-05
-2-_jpg.rf.4Oh7kE4XeTAG0zPtNNKK.jpg,Pleine,0.9,0.18237587432633873
-2-_jpg.rf.9G8wZRQ13wMolS7aPRPc.jpg,Pleine,0.9,0.2140400751983126
-2-_jpg.rf.Af4NDMhsxKsXbX3EfuAh.jpg,Pleine,0.9,0.4170738539105537
-2-_jpg.rf.B6oBq7jwjlKR2NzPgGtE.jpg,Pleine,0.9,0.2960911894344253
-2-_jpg.rf.BTpxSxM2dyTABiDfahIR.jpg,Pleine,0.9,0.2140400751983126
-2-_jpg.rf.D6YgU3s7rFp5vkBXeOTp.jpg,Percée,0.75,0.0
-2-_jpg.rf.dpGoYO7cG0JNtiQEAb7q.jpg,Pleine,0.9,0.18237587432633873
-2-_jpg.rf.f5zKC3kje2rG4Y7TtSDx.jpg,Pleine,0.9,0.16478646253021756
-2-_jpg.rf.GHGBqtSX6R5ohh5ajHFg.jpg,Pleine,0.9,0.16478646253021756
-2-_jpg.rf.iB6frWfkZWo5HZl3Ammd.jpg,Percée,0.75,0.0
-2-_jpg.rf.ngeRxA7v3Mgta1mU28B6.jpg,Percée,0.75,5.656108597285068e-05
-2-_jpg.rf.OuB7vt588Qk5W1eqqWeN.jpg,Pleine,0.9,0.2960911894344253
-2-_jpg.rf.Pd34U0i5I38OQWuUQYM4.jpg,Semi-cerclée,0.8,0.0901657581488486
-2-_jpg.rf.plB6gO8b2Y2e97RzQ6lh.jpg,Pleine,0.9,0.283999192897498
-2-_jpg.rf.VSgDjA4BHJ74ZskTmGVB.jpg,Pleine,0.9,0.4170427313186642
-2-_jpg.rf.WOtbjBaGgR3HlDDIIobN.jpg,Pleine,0.9,0.2840496368038741
-2-_jpg.rf.yL9b8WublMOAS1CiDovw.jpg,Semi-cerclée,0.8,0.0901657581488486
-2-jpg_aug_png_jpg.rf.0nAXqGBwrhZn40QGbkmh.jpg,Pleine,0.9,0.40660809778456836
-2-jpg_aug_png_jpg.rf.7fiGASrSiL8P8EifiAvT.jpg,Pleine,0.9,1.0
-2-jpg_aug_png_jpg.rf.jSdQTulQW9eR8tOtwyeJ.jpg,Pleine,0.9,1.0
-2-jpg_aug_png_jpg.rf.Nn6BKugbQ9n5iD3PtkSl.jpg,Pleine,0.9,0.42155797101449277
-2-jpg_aug_png_jpg.rf.WNN6BET5B9TjN9DbC2iC.jpg,Percée,0.75,0.009215340832091069
-2-jpg_aug_png_jpg.rf.WTHoluGB2Otkvefi8dWQ.jpg,Pleine,0.9,0.32967214663643235
-3-_jpg.rf.4QxhNaxxyBMyrFFmG5tX.jpg,Pleine,0.9,0.2935979476536377
-3-_jpg.rf.bfZSNmcsy0Nd4Lf82o9e.jpg,Pleine,0.9,0.2935979476536377
-3-_jpg.rf.COPv70mw4qgMmfWxdb03.jpg,Pleine,0.9,0.331776352481874
-3-_jpg.rf.H7JxFvjE1HzIoAFobvi5.jpg,Pleine,0.9,0.160543893129771
-3-_jpg.rf.pDPOkBJXKrmKRHWMxbNx.jpg,Pleine,0.9,0.160543893129771
-3-_jpg.rf.sqWmvJTPnYhEj1WbkbLt.jpg,Pleine,0.9,0.17440231828060854
-3-_jpg.rf.tEowrSEDfU0usnXZg30i.jpg,Percée,0.75,0.0475734620827437
-3-_jpg.rf.UljLTH5KLUSmPQQ3afpS.jpg,Percée,0.75,0.0475734620827437
-3-_jpg.rf.wzTg2AK38mjZisXwhzo2.jpg,Pleine,0.9,0.331776352481874
-3-_jpg.rf.xqJeKdbPoqKkn5RFYFUT.jpg,Pleine,0.9,0.1731118180747025
-3-jpg_cloud_affine_aug_png_jpg.rf.0ZDFUVs2oLB9vhNL71Fc.jpg,Semi-cerclée,0.8,0.07630673714237772
-3-jpg_cloud_affine_aug_png_jpg.rf.R1BoYhyOWyG1XQIUB4Cz.jpg,Percée,0.75,0.008031691781885971
